"gene_symbol" "FPKM" "count"
"SARM1" 0.23164 38
"SLC46A1" 1.179 39
"SLC13A2" 0.703363 37
"FOXN1" 14.2124 842
"UNC119" 15.3701 444
"PIGS" 21.1442 1340
"ALDOC" 15.7781 543
"SPAG5" 3.39889 290
"SPAG5-AS1" 0 0
"KIAA0100" 27.8316 4416
"SGK494" 0.682933 57
"SDF2" 17.6464 484
"SUPT6H" 17.487 2356
"PROCA1" 0.241693 5
"RAB34" 22.3272 495
"NARR" 5.24119e-24 0
"RPL23A" 778.373 14203
"TLCD1" 7.21178 133
"SNORD42B" 0 0
"SNORD4A" 88.5699 2
"SNORD42A" 0 0
"SNORD4B" 0 0
"NEK8" 1.36366 86
"TRAF4" 4.55466 292
"FAM222B" 3.92892 374
"ERAL1" 18.4978 712
"MIR451A" 0 0
"MIR451B" 0 0
"MIR144" 0 0
"MIR4732" 0 0
"FLOT2" 43.9507 2535
"DHRS13" 9.11233 372
"PHF12" 5.98133 591
"LOC101927018" 0.175235 2
"SEZ6" 0 0
"PIPOX" 0.590714 31
"MYO18A" 17.7893 2391
"TIAF1" 0.802822 4
"CRYBA1" 0 0
"NUFIP2" 8.13061 2061
"MIR4523" 51.169 1
"TAOK1" 13.2483 3728
"ABHD15" 4.55498 341
"TP53I13" 8.11045 240
"GIT1" 13.2421 1111
"ANKRD13B" 0.978128 69
"CORO6" 0.172669 9
"SSH2" 2.84873 540
"EFCAB5" 0.0545698 4
"NSRP1" 11.3711 622
"MIR423" 0 0
"MIR3184" 38.5724 0
"SLC6A4" 0.736681 112
"BLMH" 153.789 8527
"TMIGD1" 0 0
"CPD" 9.14515 1828
"GOSR1" 13.1363 1562
"TBC1D29" 0 0
"LRRC37BP1" 3.06675 320
"SH3GL1P2" 0.40493 22
"SUZ12P1" 2.87881 36
"CRLF3" 9.50164 610
"ATAD5" 0.843836 121
"TEFM" 5.14649 138
"ADAP2" 16.6341 1006
"RNF135" 14.0301 637
"DPRXP4" 0.181657 2
"MIR4733" 0 0
"NF1" 4.50993 1284
"OMG" 0 0
"EVI2B" 12.7758 544
"EVI2A" 5.56646 354
"RAB11FIP4" 4.01082 800
"MIR4724" 0.00499472 0
"MIR193A" 0 0
"MIR4725" 0 0
"MIR365B" 0 0
"COPRS" 19.1226 334
"UTP6" 13.4036 593
"SUZ12" 10.1678 1032
"LRRC37B" 2.48966 167
"SH3GL1P1" 0.403696 22
"RHOT1" 24.4964 1759
"ARGFXP2" 0.0420095 1
"RHBDL3" 0.122799 13
"C17orf75" 3.26884 340
"MIR632" 0 0
"ZNF207" 67.3274 3302
"PSMD11" 28.252 2484
"CDK5R1" 3.80587 330
"MYO1D" 28.6473 3386
"TMEM98" 13.433 500
"SPACA3" 0.0681883 1
"ASIC2" 0.10156 6
"AA06" 0 0
"LOC101927239" 0 0
"CCL2" 38.5916 500
"CCL7" 0.823591 12
"CCL11" 0.116405 2
"CCL8" 1.20501 30
"CCL13" 14.4572 223
"CCL1" 0 0
"C17orf102" 0.0110985 1
"TMEM132E" 0.0606472 6
"CCT6B" 1.76591 66
"ZNF830" 7.63952 264
"LIG3" 6.18289 497
"RFFL" 5.59305 82
"RAD51L3-RFFL" 0.568067 0
"RAD51D" 2.14367 85
"FNDC8" 0.255582 7
"NLE1" 5.40175 310
"UNC45B" 0.0461859 6
"SLC35G3" 0 0
"SLFN5" 12.0438 1271
"SLFN11" 2.768 316
"SLFN12" 1.71556 93
"SLFN13" 0.708259 139
"SLFN12L" 0.161428 6
"SLFN14" 0 0
"SNORD7" 0 0
"PEX12" 2.85173 168
"AP2B1" 16.3471 2150
"RASL10B" 0.0563052 4
"GAS2L2" 0.0599083 4
"MMP28" 10.6059 404
"C17orf50" 0.0507676 1
"TAF15" 57.5928 2718
"HEATR9" 0 0
"CCL5" 17.7317 435
"RDM1" 0.48969 5
"LYZL6" 0 0
"CCL16" 0.325106 10
"CCL14" 49.2928 2
"CCL15-CCL14" 0.0462637 0
"CCL15" 2.95567e-05 0
"CCL23" 1.35115 13
"CCL18" 18.4415 249
"CCL3" 0.637424 9
"CCL4" 2.53229 28
"CCL3L3" 0.0709979 0
"CCL3L1" 0.00250346 0
"CCL4L1" 0.27143 3
"CCL4L2" 6.24932e-06 1
"TBC1D3F" 0.175145 0
"TBC1D3B" 0.453348 9
"ZNHIT3" 28.8305 540
"MYO19" 10.6485 903
"PIGW" 9.12782 445
"GGNBP2" 20.1093 1261
"DHRS11" 6.57485 218
"MRM1" 1.16174 45
"LHX1" 0 0
"AATF" 16.7007 769
"MIR2909" 0 0
"ACACA" 7.35141 1672
"C17orf78" 0 0
"TADA2A" 3.66369 128
"DUSP14" 65.4088 2029
"SYNRG" 5.94789 1116
"DDX52" 5.59969 833
"MIR378J" 0 0
"HNF1B" 0 0
"YWHAEP7" 0.130842 7
"LOC101060321" 0.205378 0
"TBC1D3" 1.86377e-18 0
"TBC1D3H" 3.47629e-09 1
"LOC102723859" 0.000364041 0
"LOC101060389" 0.00029945 0
"TBC1D3C" 0.729506 1
"LOC440434" 12.8054 440
"MRPL45" 24.064 858
"GPR179" 0 0
"SOCS7" 3.95448 730
"ARHGAP23" 30.7716 4167
"SRCIN1" 0.639714 104
"C17orf96" 3.78449 272
"MIR4734" 0 0
"MLLT6" 13.8929 2407
"MIR4726" 0 0
"CISD3" 4.91383 283
"PCGF2" 7.15333 156
"PSMB3" 109.003 1512
"PIP4K2B" 8.55379 1122
"CWC25" 6.8814 474
"MIR4727" 0 0
"C17orf98" 0 0
"RPL23" 1591.1 14194
"SNORA21" 0 0
"LASP1" 33.917 3147
"MIR6779" 0 0
"LINC00672" 0.518931 43
"FBXO47" 0 0
"LRRC37A11P" 0.710687 56
"LOC100131347" 0.340416 17
"PLXDC1" 2.65265 379
"ARL5C" 0 0
"CACNB1" 0.976205 79
"RPL19" 2028.31 25556
"STAC2" 2.12295 155
"FBXL20" 2.68581 649
"MED1" 6.987 1318
"CDK12" 7.30537 1399
"NEUROD2" 0.0446455 3
"PPP1R1B" 3.83095 118
"STARD3" 10.5891 659
"TCAP" 0.0552992 1
"PNMT" 0.203246 3
"PGAP3" 9.79879 558
"ERBB2" 48.1377 5066
"MIR4728" 0 0
"MIEN1" 32.9209 432
"GRB7" 11.4742 541
"IKZF3" 1.58405 335
"ZPBP2" 0.0635087 3
"GSDMB" 0.79146 26
"ORMDL3" 23.0442 1060
"LRRC3C" 0 0
"GSDMA" 91.5179 4264
"PSMD3" 63.7703 3005
"CSF3" 0 0
"MED24" 15.5168 1289
"MIR6884" 0 0
"SNORD124" 0 0
"THRA" 9.09004 477
"NR1D1" 7.82382 414
"MSL1" 13.3642 1143
"CASC3" 17.9043 1691
"MIR6866" 0 0
"RAPGEFL1" 40.5169 3391
"MIR6867" 0 0
"WIPF2" 12.0358 1521
"CDC6" 4.03283 273
"RARA" 7.06627 519
"RARA-AS1" 0.344698 13
"GJD3" 4.41046 402
"TOP2A" 19.1979 2530
"IGFBP4" 107.699 5202
"TNS4" 22.3654 2055
"CCR7" 5.16288 243
"SMARCE1" 49.0772 2586
"KRT222" 0.192262 7
"KRT24" 0.275867 11
"KRT25" 11.7307 409
"KRT26" 0.468449 17
"KRT27" 18.0059 603
"KRT28" 1.44117 51
"KRT10" 13020 599121
"TMEM99" 91.9084 346
"KRT12" 0.0940974 4
"KRT20" 0.0788016 3
"KRT23" 102.568 4653
"KRT39" 0.0563652 2
"KRT40" 0.121279 5
"KRTAP3-3" 1.17297 14
"KRTAP3-2" 1.96613 23
"KRTAP3-1" 3.3331 31
"KRTAP1-5" 1.38292 32
"KRTAP1-4" 0 0
"KRTAP1-3" 0.820867 15
"KRTAP1-1" 1.26056 21
"KRTAP2-1" 0.810411 11
"KRTAP2-2" 0.905415 11
"KRTAP2-3" 0.129461 2
"KRTAP2-4" 0.374259 5
"KRTAP4-7" 0.686106 12
"KRTAP4-8" 0.179112 4
"KRTAP4-9" 1.17176 25
"KRTAP4-11" 0.390146 9
"KRTAP4-12" 0.77138 16
"KRTAP4-6" 0.986812 20
"KRTAP4-5" 0.621523 10
"KRTAP4-4" 0.91288 19
"KRTAP4-3" 0.398067 7
"KRTAP4-2" 0.29994 4
"KRTAP4-1" 0.939975 12
"KRTAP9-1" 0 0
"KRTAP9-2" 1.41506 27
"KRTAP9-3" 1.54487 29
"KRTAP9-8" 1.0722 20
"KRTAP9-4" 0.825155 15
"KRTAP9-9" 0.702295 13
"KRTAP9-6" 0.149487 1
"KRTAP9-7" 0.136417 1
"KRTAP29-1" 0 0
"KRTAP16-1" 0.622816 20
"KRTAP17-1" 1.09363 15
"KRT33A" 1.32036 34
"KRT33B" 1.04884 35
"KRT34" 1.67194 60
"KRT31" 9.00698 298
"LOC100505782" 0.086027 4
"KRT37" 0.36106 13
"KRT38" 0.127863 8
"KRT32" 1.19109 51
"KRT35" 1.69105 58
"KRT36" 0.0875949 3
"KRT13" 3.62433 128
"KRT15" 308.218 11988
"MIR6510" 0 0
"KRT19" 80.552 2428
"LINC00974" 0 0
"KRT9" 3.08722 153
"KRT14" 4164.23 141826
"KRT16" 1274.85 45871
"KRT17" 1426.61 46490
"KRT42P" 1.55043 98
"EIF1" 281.048 7502
"GAST" 0.156716 1
"HAP1" 0.0575678 5
"JUP" 551.439 40710
"LEPREL4" 4.65003 265
"FKBP10" 16.8554 1072
"NT5C3B" 11.7051 360
"KLHL10" 0 0
"KLHL11" 1.50682 76
"ACLY" 24.4742 2412
"TTC25" 0.133472 6
"CNP" 18.1993 2169
"NKIRAS2" 21.5752 1134
"DNAJC7" 56.668 1967
"ZNF385C" 0.14073 8
"DHX58" 6.53937 375
"KAT2A" 6.78776 469
"HSPB9" 0.101558 1
"RAB5C" 65.9183 2364
"KCNH4" 0.0113191 1
"HCRT" 0 0
"GHDC" 6.56522 353
"STAT5B" 9.62612 1118
"STAT5A" 8.90495 838
"STAT3" 88.6967 9963
"PTRF" 70.8098 5770
"ATP6V0A1" 17.9809 1676
"MIR5010" 0 0
"NAGLU" 9.04318 554
"HSD17B1" 7.92821 375
"COASY" 27.5719 1387
"MLX" 16.7019 865
"PSMC3IP" 7.49176 33
"FAM134C" 18.426 1578
"TUBG1" 20.9939 872
"TUBG2" 10.6308 408
"PLEKHH3" 10.1861 638
"CCR10" 0.444379 11
"CNTNAP1" 1.17092 146
"EZH1" 4.37881 462
"MIR6780A" 0 0
"RAMP2-AS1" 1.24544 69
"RAMP2" 20.4582 283
"VPS25" 45.6906 977
"WNK4" 0.0741534 7
"COA3" 38.3222 552
"CNTD1" 0.0273929 2
"BECN1" 34.7771 987
"MIR6781" 0 0
"PSME3" 41.6488 3206
"AOC2" 0.159113 9
"AOC3" 5.84086 428
"AOC4P" 0.540153 24
"LINC00671" 1.15396 45
"G6PC" 0.23869 22
"AARSD1" 11.5209 8
"PTGES3L-AARSD1" 1.96133e-88 0
"PTGES3L" 0.672694 26
"RUNDC1" 4.71595 406
"RPL27" 2002.28 13726
"IFI35" 18.6375 464
"VAT1" 86.5518 5253
"RND2" 1.98333 186
"BRCA1" 2.03653 285
"NBR2" 1.84451 51
"LOC101929767" 2.64463 31
"NBR1" 33.1009 3530
"TMEM106A" 1.22175 86
"LINC00854" 0.165247 3
"LINC00910" 0.82218 53
"ARL4D" 16.622 546
"MIR2117" 0 0
"DHX8" 13.232 1256
"ETV4" 3.33478 163
"MEOX1" 4.38989 207
"SOST" 0.582092 29
"DUSP3" 15.6012 1452
"C17orf105" 0 0
"MPP3" 0.145091 9
"CD300LG" 1.29953 70
"MPP2" 1.25087 122
"FAM215A" 0.509479 7
"PPY" 0.658722 4
"PYY" 0 0
"NAGS" 0.765625 33
"TMEM101" 20.5315 652
"LSM12" 20.189 1094
"G6PC3" 10.9952 360
"HDAC5" 13.6548 1659
"C17orf53" 0.918991 54
"ASB16" 0.260878 12
"ASB16-AS1" 2.64699 68
"TMUB2" 8.32307 386
"ATXN7L3" 25.6078 2063
"UBTF" 23.0083 2435
"MIR6782" 51.169 1
"SLC4A1" 0.425549 48
"LOC101926996" 0.828774 96
"RUNDC3A" 5.32465 226
"SLC25A39" 63.4777 2093
"GRN" 202.647 10120
"FAM171A2" 0.259747 15
"ITGA2B" 0.0403417 3
"GPATCH8" 7.3716 1193
"FZD2" 1.31583 113
"LINC01180" 0.138592 6
"C17orf104" 0.075248 8
"CCDC43" 10.364 475
"DBF4B" 0.916097 67
"ADAM11" 1.11316 111
"GJC1" 0.962749 170
"HIGD1B" 0.901349 9
"EFTUD2" 22.583 2119
"CCDC103" 0.61099 22
"GFAP" 0.284309 12
"KIF18B" 1.76058 165
"MIR6783" 0 0
"C1QL1" 0.194613 6
"DCAKD" 5.44707 241
"NMT1" 17.9835 1995
"PLCD3" 18.9566 1470
"MIR6784" 0 0
"ACBD4" 2.45639 90
"HEXIM1" 17.7286 1929
"HEXIM2" 2.68706 72
"FMNL1" 7.93295 708
"MAP3K14-AS1" 0.781784 16
"SPATA32" 0 0
"MAP3K14" 5.53663 557
"ARHGAP27" 9.0263 673
"CRHR1-IT1" 1.31094 48
"MAPT-AS1" 0 0
"MAPT" 2.42568 320
"MAPT-IT1" 0.0149664 1
"NSF" 18.8693 1594
"WNT3" 16.1361 1208
"WNT9B" 0.200161 6
"GOSR2" 11.6929 758
"MIR5089" 0 0
"RPRML" 0.755811 16
"CDC27" 9.39067 1255
"MYL4" 0.0644261 1
"ITGB3" 1.00543 112
"LOC102724508" 0.116432 1
"EFCAB13" 0.122587 10
"MRPL45P2" 3.80795 108
"NPEPPS" 27.7131 2720
"KPNB1" 42.5483 3887
"TBKBP1" 2.50657 234
"TBX21" 0.408694 23
"OSBPL7" 0.402399 33
"MRPL10" 18.4911 692
"LRRC46" 0.19585 8
"SCRN2" 13.7985 460
"SP6" 6.6281 567
"SP2" 6.8746 474
"LOC100506325" 0.574235 27
"PNPO" 7.35728 570
"PRR15L" 1.31267 41
"CDK5RAP3" 17.6166 776
"COPZ2" 17.9001 305
"MIR152" 0 0
"NFE2L1" 42.481 4711
"CBX1" 19.9844 964
"SNX11" 10.273 517
"SKAP1" 3.95599 129
"MIR1203" 0 0
"LOC101927166" 0.1633 8
"HOXB1" 0.0518294 0
"HOXB2" 3.87951 129
"HOXB-AS1" 0.424236 4
"HOXB3" 1.26994 102
"HOXB4" 0.965908 42
"MIR10A" 0 0
"HOXB-AS3" 2.2591 12
"HOXB5" 0.442132 17
"HOXB6" 0.685554 23
"HOXB7" 4.52086 125
"HOXB8" 0.285732 11
"HOXB9" 0.0674363 4
"MIR196A1" 0 0
"PRAC1" 0.231464 1
"PRAC2" 0 0
"MIR3185" 0 0
"HOXB13" 0 0
"TTLL6" 0.0719878 4
"CALCOCO2" 31.2962 2581
"ATP5G1" 113.237 1016
"UBE2Z" 32.9697 2289
"SNF8" 31.7681 761
"GIP" 0 0
"IGF2BP1" 0.0103361 2
"B4GALNT2" 1.75413 69
"GNGT2" 1.12354 20
"ABI3" 4.43843 198
"PHOSPHO1" 0.296861 13
"FLJ40194" 0 0
"MIR6129" 0 0
"ZNF652" 4.12364 1091
"LOC102724596" 0.240596 2
"PHB" 48.8447 1913
"LOC101927207" 0 0
"NGFR" 2.64377 202
"LOC100288866" 0.247855 0
"NXPH3" 0.55112 70
"SPOP" 16.4018 1083
"SLC35B1" 24.8288 827
"FAM117A" 6.18317 317
"KAT7" 16.0708 1265
"TAC4" 0 0
"FLJ45513" 0.177491 8
"DLX4" 0.349355 15
"DLX3" 16.1786 922
"LOC284080" 0.0903325 5
"ITGA3" 18.6553 2137
"PDK2" 9.56879 556
"SAMD14" 0.251524 18
"PPP1R9B" 15.9437 1457
"SGCA" 0.951369 22
"HILS1" 0 0
"COL1A1" 609.923 82886
"LOC101927230" 0.165978 1
"TMEM92" 0.133155 8
"XYLT2" 5.73896 457
"MRPL27" 53.1408 633
"EME1" 0.458373 23
"LRRC59" 30.8606 1910
"ACSF2" 8.19118 308
"CHAD" 0.59223 21
"RSAD1" 8.25022 449
"MYCBPAP" 0.239617 17
"EPN3" 27.5099 2433
"SPATA20" 9.55685 566
"CACNA1G-AS1" 0 0
"CACNA1G" 0.220463 40
"ABCC3" 2.35012 198
"ANKRD40" 8.29216 781
"LUC7L3" 18.8486 960
"LINC00483" 0.742857 11
"MIR8059" 0 0
"WFIKKN2" 0.083003 7
"TOB1" 43.2788 2016
"TOB1-AS1" 0.277655 8
"SPAG9" 11.765 2237
"NME1-NME2" 9.46073 6
"NME1" 83.8005 477
"NME2" 490.357 419
"MBTD1" 6.93616 853
"UTP18" 21.7797 870
"LOC101927274" 0.443796 16
"CA10" 0 0
"C17orf112" 0 0
"KIF2B" 0 0
"TOM1L1" 13.1771 669
"COX11" 22.1184 729
"STXBP4" 0.591032 82
"HLF" 8.3353 1067
"MMD" 4.14292 248
"TMEM100" 3.30772 122
"PCTP" 6.65882 294
"ANKFN1" 0.397643 21
"NOG" 0.0498313 2
"C17orf67" 0.325703 14
"DGKE" 0.768306 138
"MTVR2" 0.137939 2
"TRIM25" 32.5222 4255
"MIR3614" 0.0052482 0
"COIL" 7.29323 421
"SCPEP1" 37.6146 1557
"RNF126P1" 0.603541 16
"AKAP1" 10.1449 910
"MSI2" 3.94294 133
"LOC101927557" 0 0
"LOC101927539" 0 0
"CCDC182" 0 0
"MRPS23" 17.4932 536
"CUEDC1" 3.15401 257
"VEZF1" 8.41259 885
"SRSF1" 35.727 4446
"LOC101927666" 0.199529 28
"DYNLL2" 43.1224 1352
"OR4D1" 0 0
"MSX2P1" 0.279445 13
"OR4D2" 0 0
"EPX" 0.0669807 4
"MKS1" 4.60242 240
"LPO" 0.0166566 1
"MPO" 0.139782 10
"BZRAP1" 0.282125 49
"SUPT4H1" 42.4421 1245
"RNF43" 3.92667 405
"BZRAP1-AS1" 0.863679 41
"MIR142" 0 0
"MIR4736" 0 0
"HSF5" 0.0646492 6
"MTMR4" 8.12191 1085
"LOC101927688" 0.0932411 1
"SEPT4" 3.46522 127
"C17orf47" 0 0
"TEX14" 0.109735 10
"RAD51C" 9.514 199
"PPM1E" 0.0411395 6
"TRIM37" 4.8867 490
"SKA2" 12.2861 808
"MIR454" 0 0
"MIR301A" 0 0
"PRR11" 3.62046 539
"SMG8" 5.67694 413
"GDPD1" 1.09323 80
"YPEL2" 5.87013 701
"MIR4729" 0 0
"LOC101927728" 0 0
"DHX40" 17.5585 1432
"CLTC" 49.5593 9851
"PTRH2" 12.9175 183
"VMP1" 33.8676 1586
"MIR21" 0 0
"TUBD1" 4.45323 219
"RPS6KB1" 8.53818 1046
"RNFT1" 5.15334 222
"LOC101927755" 3.54859 43
"TBC1D3P1-DHX40P1" 5.35783 107
"MIR4737" 386.817 13
"HEATR6" 4.02795 357
"LOC645638" 41.7449 416
"LOC653653" 2.06505 47
"CA4" 0.707424 16
"USP32" 9.51835 1542
"SCARNA20" 5.99974 1
"C17orf64" 0.0555178 1
"APPBP2" 7.09066 1060
"PPM1D" 3.35121 364
"BCAS3" 5.93619 475
"TBX2" 1.21924 91
"C17orf82" 0.0317032 1
"TBX4" 0.0557045 3
"NACA2" 53.9914 729
"BRIP1" 1.64495 311
"INTS2" 2.7847 379
"MED13" 10.5937 2580
"TBC1D3P2" 0.181115 8
"EFCAB3" 0.156861 5
"METTL2A" 4.78019 263
"TLK2" 6.48845 774
"MRC2" 17.6271 2423
"MARCH10" 0.029498 2
"MIR548W" 0 0
"TANC2" 3.94429 1079
"CYB561" 24.579 1637
"ACE" 3.30031 354
"KCNH6" 0.130386 10
"DCAF7" 14.9489 1721
"TACO1" 9.37047 282
"MAP3K3" 6.34674 688
"LIMD2" 6.67342 415
"LOC729683" 0.961545 49
"STRADA" 6.74083 337
"CCDC47" 45.665 3488
"DDX42" 22.9431 2042
"FTSJ3" 11.8436 944
"PSMC5" 100.857 2766
"SMARCD2" 51.2818 3126
"TCAM1P" 0.324495 24
"CSH2" 0 0
"GH2" 0 0
"CSH1" 0 0
"CSHL1" 0 0
"GH1" 0.240614 1
"CD79B" 3.02086 76
"SCN4A" 0.0110807 2
"PRR29" 0.188713 12
"ICAM2" 11.1159 104
"ERN1" 3.34469 302
"SNORD104" 155.133 5
"SNORA76C" 5.54942 1
"TEX2" 15.3149 1781
"PECAM1" 14.9415 1508
"MILR1" 2.05829 21
"POLG2" 1.7543 57
"DDX5" 84.6032 7133
"MIR3064" 774.108 13
"MIR5047" 307.277 21
"CEP95" 3.43753 203
"SMURF2" 3.5865 312
"LOC146880" 6.81833 431
"MIR6080" 0 0
"PLEKHM1P" 4.56763 292
"LRRC37A3" 0.717059 93
"AMZ2P1" 1.4819 113
"GNA13" 13.3564 1900
"LOC100507002" 0.760101 9
"RGS9" 0.317959 16
"AXIN2" 8.02669 767
"CEP112" 1.37175 108
"APOH" 0 0
"PRKCA" 1.81907 370
"LOC101928001" 0 0
"MIR634" 0 0
"CACNG5" 0 0
"CACNG4" 0.091332 7
"CACNG1" 0 0
"HELZ" 2.4945 807
"PSMD12" 28.3789 1074
"PITPNC1" 1.74413 255
"NOL11" 20.009 1070
"SNORA38B" 0 0
"BPTF" 6.12325 1553
"C17orf58" 6.56167 193
"KPNA2" 37.8692 1599
"LINC00674" 3.43405 896
"LOC440461" 0.20453 7
"AMZ2" 29.5776 952
"ARSG" 2.76265 159
"SLC16A6" 6.56591 567
"PRKAR1A" 61.6807 5963
"WIPI1" 10.099 413
"MIR635" 31.3296 2
"FAM20A" 2.40931 231
"LOC101928104" 0.488475 28
"ABCA8" 4.13187 554
"ABCA9" 1.09812 159
"ABCA6" 1.72817 209
"MIR4524B" 0 0
"MIR4524A" 0 0
"ABCA10" 0.384865 56
"ABCA5" 2.39891 476
"MAP2K6" 4.24355 168
"LOC101928122" 0 0
"LOC102723487" 0.0846097 1
"LINC01028" 0 0
"KCNJ16" 0.0112621 1
"KCNJ2-AS1" 0.507605 27
"KCNJ2" 3.08758 380
"CASC17" 0 0
"LOC102723505" 0 0
"LINC01152" 0.286938 23
"LOC102723517" 0.663751 6
"SOX9-AS1" 0.278678 14
"LOC101928205" 0.0226272 1
"SOX9" 4.95446 439
"LINC00673" 16.6395 810
"LINC00511" 0.0816502 4
"SLC39A11" 11.2706 686
"SSTR2" 0.426947 28
"COG1" 5.96341 399
"C17orf80" 3.71061 261
"FAM104A" 18.1416 1033
"CPSF4L" 0.47248 0
"CDC42EP4" 28.6196 1970
"SDK2" 0.360381 89
"LOC100134391" 0 0
"LINC00469" 0 0
"LOC400620" 0 0
"RPL38" 1383.18 5916
"MGC16275" 0.719402 39
"TTYH2" 3.54548 273
"DNAI2" 0.0206517 1
"KIF19" 0.0489599 4
"BTBD17" 0 0
"GPR142" 0 0
"GPRC5C" 7.96055 329
"CD300A" 2.94083 118
"CD300LB" 0.543502 27
"CD300C" 1.61116 53
"CD300LD" 0 0
"C17orf77" 0.199416 11
"CD300E" 0.659075 52
"RAB37" 0.893889 52
"CD300LF" 0.482724 18
"SLC9A3R1" 34.2627 1460
"MIR3615" 1.64122e-06 0
"NAT9" 5.03374 200
"TMEM104" 2.6493 286
"GRIN2C" 0.0693846 5
"FDXR" 13.7196 542
"FADS6" 8.28087 410
"USH1G" 1.32634 106
"OTOP2" 0.151553 7
"OTOP3" 0.68078 35
"HID1" 1.00597 75
"LOC102723641" 0.0669954 1
"CDR2L" 1.73224 137
"ICT1" 25.0474 403
"KCTD2" 14.6005 1173
"ATP5H" 245.487 2450
"SLC16A5" 3.15826 131
"ARMC7" 5.27468 241
"NT5C" 20.7588 371
"HN1" 33.8087 1137
"SUMO2" 216.567 4406
"NUP85" 10.7825 540
"GGA3" 7.69987 671
"MRPS7" 30.8197 888
"MIF4GD" 19.0808 448
"LOC100287042" 0.457181 26
"SLC25A19" 2.79898 60
"GRB2" 36.6344 2694
"MIR3678" 0 0
"KIAA0195" 7.40443 923
"CASKIN2" 4.63075 517
"MIR6785" 0 0
"TSEN54" 9.51607 393
"LLGL2" 17.4695 1172
"MYO15B" 0.39364 85
"RECQL5" 4.28204 350
"SMIM5" 15.1558 545
"SMIM6" 0.201628 3
"SAP30BP" 12.8683 708
"ITGB4" 21.4621 2811
"GALK1" 12.5677 346
"H3F3B" 259.717 15436
"MIR4738" 0 0
"UNK" 12.9881 705
"UNC13D" 3.0466 303
"WBP2" 42.3498 1751
"TRIM47" 11.6873 570
"TRIM65" 5.51291 420
"MRPL38" 21.0974 687
"FBF1" 2.6698 231
"ACOX1" 13.3992 2349
"TEN1" 31.447 0
"TEN1-CDK3" 0.258776 6
"CDK3" 1.56134 0
"EVPL" 40.6446 6158
"SRP68" 37.5645 2188
"GALR2" 0.546728 15
"ZACN" 0.0331241 0
"EXOC7" 24.0868 2218
"MIR6868" 0 0
"FOXJ1" 0.656407 38
"RNF157" 0.754556 80
"RNF157-AS1" 0.0213217 1
"UBALD2" 33.3303 1098
"QRICH2" 0.0735097 9
"PRPSAP1" 12.2021 624
"SPHK1" 6.53606 267
"UBE2O" 6.2777 767
"AANAT" 0.214672 5
"RHBDF2" 10.9511 849
"CYGB" 8.21193 383
"PRCD" 1.4918 3
"SNHG16" 19.2949 1045
"SNORD1C" 0 0
"SNORD1B" 24.3221 1
"SNORD1A" 0 0
"ST6GALNAC2" 16.8173 760
"ST6GALNAC1" 1.24859 71
"MXRA7" 33.9113 1391
"JMJD6" 3.62193 186
"METTL23" 16.3123 300
"SRSF2" 82.9187 3742
"MIR636" 0 0
"MFSD11" 16.2732 702
"LOC101928514" 1.02258 70
"MGAT5B" 0.120088 11
"SNHG20" 2.04904 84
"SEC14L1" 14.686 1554
"SCARNA16" 0 0
"MIR6516" 0 0
"SEPT9" 55.7135 4724
"MIR4316" 0 0
"LOC100507351" 0.146429 13
"LOC100132174" 0.0202555 1
"FLJ45079" 0.0187117 2
"TNRC6C" 1.14449 259
"TNRC6C-AS1" 0.80396 49
"TMC6" 6.88241 427
"TMC8" 2.27728 228
"C17orf99" 0.0947953 2
"SYNGR2" 78.5372 2782
"TK1" 23.2731 770
"AFMID" 6.74444 231
"BIRC5" 9.78647 565
"TMEM235" 0 0
"LOC100996291" 0.770776 50
"SOCS3" 8.02413 483
"LOC101928674" 0.655045 9
"PGS1" 4.21837 211
"DNAH17-AS1" 0.229241 27
"DNAH17" 0.158892 43
"LOC101928710" 0.0204522 1
"CYTH1" 17.0647 1278
"USP36" 5.00563 598
"TIMP2" 101.763 8343
"LOC100653515" 0.0221096 1
"LGALS3BP" 86.0842 4206
"CANT1" 11.7302 902
"C1QTNF1-AS1" 0 0
"C1QTNF1" 12.0822 778
"ENGASE" 1.57998 161
"RBFOX3" 0.0302119 2
"MIR4739" 0 0
"HP09025" 1.2773 121
"ENPP7" 0 0
"CBX2" 2.96483 286
"CBX8" 2.1615 69
"CBX4" 9.91316 576
"LOC101928766" 0.00830952 1
"LOC101928738" 0.632162 20
"TBC1D16" 5.92091 1121
"CCDC40" 0.214009 18
"GAA" 14.4693 1152
"EIF4A3" 80.1431 2914
"CARD14" 6.86004 638
"SGSH" 10.307 627
"SLC26A11" 2.9028 182
"RNF213" 6.77873 3071
"ENDOV" 4.9717 191
"LOC100294362" 0.951749 15
"MIR4730" 0 0
"NPTX1" 0.209198 26
"RPTOR" 6.05191 956
"LOC101928855" 0.126265 9
"CHMP6" 15.2347 529
"BAIAP2-AS1" 2.55573 256
"BAIAP2" 39.0901 2850
"AATK" 0.301805 35
"MIR657" 0 0
"MIR3065" 0 0
"MIR338" 0 0
"MIR1250" 0 0
"AATK-AS1" 0 0
"CEP131" 1.78727 145
"ENTHD2" 3.95866 196
"C17orf89" 22.4249 191
"SLC38A10" 13.2247 1292
"LINC00482" 0.152151 10
"TMEM105" 0.324287 24
"LOC100130370" 0 0
"BAHCC1" 1.25701 301
